"","chatter","current_events","travel","photo_sharing","uncategorized","tv_film","sports_fandom","politics","food","family","home_and_garden","music","news","online_gaming","shopping","health_nutrition","college_uni","sports_playing","cooking","eco","computers","business","outdoors","crafts","automotive","art","religion","beauty","parenting","dating","school","personal_fitness","fashion","small_business","spam","adult"
"od6ye9swv",3,0,1,0,2,1,4,0,0,0,0,0,1,0,2,5,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0
"i6rzmj3fc",9,1,1,2,1,0,0,0,0,0,1,2,0,3,6,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"w9ztn3u2g",2,1,1,2,0,4,1,0,2,0,0,0,1,1,0,5,2,0,1,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0
"qk2syhoga",3,1,1,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0
"hj1fg7825",7,1,4,7,3,10,0,3,0,0,0,2,0,1,10,1,1,0,3,2,0,0,0,3,1,7,1,1,1,0,0,1,0,0,0,0
"7kbre6zo3",1,3,2,5,1,0,0,1,4,2,2,1,0,0,0,17,0,1,6,1,0,0,2,0,0,1,2,1,0,2,2,12,4,0,0,0
"gyjsu6th2",12,1,2,7,1,1,2,1,1,0,2,5,3,0,1,1,1,1,3,0,1,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0
"7uzdbfko6",4,3,2,2,2,1,0,0,0,1,0,0,1,1,6,2,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
"fjtr145ey",1,0,1,0,2,0,1,1,1,0,1,0,1,0,0,15,0,0,3,0,0,0,4,0,1,0,1,0,0,0,0,7,0,0,0,0
"x4y3k7zme",1,0,3,2,0,0,0,1,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"ncki8fjrh",8,1,1,4,2,0,3,1,3,1,1,0,0,1,4,1,0,0,2,2,2,1,1,0,1,0,1,0,5,1,1,0,1,2,0,0
"ht9rwxbj2",3,2,1,1,1,1,3,0,3,1,1,0,2,0,1,6,0,1,0,3,1,0,1,1,2,1,5,0,4,1,0,5,0,0,0,0
"yildv9n7f",4,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,1,0,0,1,0,1,0,4,3,0,2,0,0,0
"vonr6izeb",3,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"lv37cabyt",7,2,0,4,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
"afjrsoqen",1,0,1,4,1,0,4,3,0,0,1,0,5,2,0,1,1,1,8,0,0,0,1,2,3,1,1,4,2,0,0,1,11,1,0,0
"4iadgb5v9",2,2,1,2,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,2,1,1,1,4
"2oqctx3n9",10,0,5,2,1,1,0,10,0,0,0,0,3,3,0,0,0,2,2,0,3,0,1,1,0,0,1,2,2,8,0,1,0,2,0,3
"mfc6vuq1d",7,2,1,6,3,0,0,1,0,2,1,1,0,3,5,15,0,0,3,2,0,1,5,1,0,0,0,0,1,0,1,7,0,0,0,0
"m7vjxi3cn",8,2,2,1,1,1,2,1,0,1,1,0,1,0,2,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1
"pdy34t2wj",2,1,0,0,0,1,5,4,1,0,1,0,3,0,1,3,0,0,3,0,2,2,0,0,4,0,0,0,0,2,1,2,0,0,0,0
"qndlba62g",1,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"xwtkn1u8j",6,1,0,0,1,3,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0
"7o8m1gja2",0,2,1,0,1,0,5,1,2,1,0,1,1,0,0,0,0,1,1,2,0,0,0,0,1,0,3,1,4,0,1,0,1,0,0,0
"ylskpeqjr",1,1,0,1,0,0,1,1,2,1,1,0,0,0,1,7,1,0,4,0,0,1,4,0,0,0,0,0,0,2,0,3,0,0,0,0
"pxldrwo3k",5,3,0,4,0,0,3,1,4,3,0,0,0,0,4,0,0,2,0,1,0,0,1,2,1,0,4,0,3,1,3,1,0,0,0,0
"c2gkemi7v",3,3,5,2,0,2,0,4,1,1,0,1,1,0,1,0,0,0,6,1,2,3,0,0,0,0,0,0,1,0,1,0,4,0,0,0
"qciyntfbm",2,0,2,1,0,0,0,2,0,0,0,1,0,7,0,0,6,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0
"rbjy1fouq",1,2,1,0,1,6,0,0,0,1,0,2,0,1,0,0,6,1,0,0,0,0,1,1,0,0,1,2,1,0,0,0,0,0,0,0
"oshgfi1jn",8,1,0,8,1,0,0,4,0,1,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"8rt3eacy1",3,1,1,4,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6bty7qn8p",2,3,2,4,2,0,0,4,1,1,1,0,0,0,1,0,1,1,7,1,1,0,0,1,2,2,0,0,1,0,0,0,1,2,0,0
"saobv27dm",6,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,2,0,0,0,0,0,0,1,0,0,0
"q6g4ueb1w",5,0,1,1,0,0,0,0,2,0,0,0,2,0,0,5,0,1,1,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0
"wksx3edoy",5,2,2,0,1,4,1,1,0,0,0,5,0,0,1,0,2,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"o56qbt7ew",1,2,1,2,3,0,0,1,1,1,0,2,1,0,3,3,1,0,5,1,0,0,2,0,2,0,0,0,0,1,0,4,2,1,0,12
"esy96m2hd",3,1,0,0,0,1,2,1,3,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0,2,1,1,0,0,0,1,0,0,0
"bk3tfi2pe",3,1,1,3,1,2,1,0,0,0,0,1,1,5,0,1,3,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,2
"ynrheu46x",1,1,1,0,3,3,2,2,6,3,0,1,1,0,1,8,0,0,6,0,0,1,4,1,0,3,2,1,0,1,1,0,0,1,0,0
"w3g6armlo",1,1,0,1,2,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
"652ef4i7s",1,1,1,0,0,0,3,1,2,2,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,3,1,1,0,0,0,0,0,0,0
"do5te2r4n",14,3,0,4,0,0,0,5,1,0,0,0,0,0,4,2,0,2,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0
"7a63dwo12",2,1,2,1,1,0,1,0,3,0,0,0,0,1,1,3,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
"p1qe6ozg5",5,1,0,1,0,0,1,0,1,1,0,0,0,4,0,1,7,1,1,0,0,0,0,0,2,0,4,0,0,0,1,0,0,2,0,0
"xy8k45bv7",2,0,0,1,0,1,1,3,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"gnxfbq5kc",5,1,0,4,0,4,1,1,1,0,2,0,0,0,2,0,0,1,0,0,1,0,0,2,0,1,0,1,2,0,1,0,1,0,0,0
"c9h6qws8d",15,2,5,7,1,0,0,12,1,1,2,1,1,1,3,3,1,1,3,2,3,2,0,0,1,0,2,0,1,2,1,1,0,0,0,0
"vdlkf68zn",8,0,2,8,0,2,2,2,3,2,2,1,4,2,0,0,1,0,13,0,1,0,1,1,3,4,2,3,0,1,0,1,8,0,0,0
"uljartgwf",0,3,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0
"njd74c1e2",6,1,1,1,1,0,3,3,2,2,0,1,6,0,0,0,1,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0
"g279n4z3v",5,0,0,2,0,0,0,1,0,0,1,0,0,4,1,0,3,1,0,0,0,0,0,1,0,2,1,0,2,0,1,0,0,0,0,0
"7o5etmfc9",4,3,2,2,0,5,1,5,0,1,0,2,10,1,3,9,0,2,4,0,0,1,3,1,1,6,0,0,1,1,0,0,2,0,0,0
"5jxqygf93",3,3,3,1,1,0,1,1,1,0,1,4,2,0,1,0,0,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"by83ps7r2",8,1,0,1,0,0,0,2,3,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,0,0,1,0,0
"qdb9fe7o8",10,0,1,1,0,0,0,2,1,0,0,0,0,0,5,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0
"w6e5ud731",1,2,1,3,0,3,2,0,1,0,1,0,0,0,1,0,1,1,3,1,0,0,1,0,0,0,2,0,0,0,0,0,3,0,0,0
"4uq7yx863",2,2,1,2,3,0,0,1,1,1,0,1,1,0,0,17,1,0,4,0,0,1,5,0,0,0,0,0,0,1,0,6,1,0,0,0
"rdmpvh5e7",5,2,1,1,1,2,1,0,1,0,2,0,0,0,2,0,4,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"g4f6zbvwm",7,2,1,3,1,0,1,2,2,1,0,0,0,0,0,9,0,1,1,1,0,0,0,0,0,0,1,1,0,14,2,5,3,2,0,0
"ceokhdut7",3,5,1,1,0,3,0,2,4,1,0,0,0,0,2,18,2,0,8,1,0,1,2,0,0,0,3,0,0,0,1,13,9,0,0,0
"r8l4x279z",8,3,3,3,1,0,0,3,2,1,0,0,1,0,4,12,1,0,4,1,0,0,1,0,1,0,0,0,0,2,1,9,0,0,0,0
"7izbsr3kv",2,1,1,3,0,1,7,13,0,2,1,0,14,0,3,1,1,0,0,0,0,0,0,0,7,0,1,0,1,0,0,1,0,1,0,0
"hfkq7oyu4",3,1,3,1,0,1,2,9,1,1,0,2,7,0,0,1,0,0,1,0,1,0,2,0,5,0,0,0,0,2,1,0,0,0,0,0
"h1k86clbi",6,2,1,0,1,2,2,4,4,1,1,0,3,0,1,0,3,0,0,1,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0
"azf3b7emn",1,1,1,2,0,1,7,1,4,5,0,0,0,4,2,9,2,1,0,1,1,0,0,0,1,0,2,1,3,1,2,2,0,0,0,0
"zedtqi9y8",8,2,0,4,0,1,0,0,4,0,0,1,2,0,1,22,0,0,6,4,1,1,3,0,1,4,0,0,0,1,0,11,1,2,0,0
"hk6txyuj9",5,1,0,6,1,0,3,0,0,0,1,0,1,0,0,1,1,1,8,0,1,0,1,1,0,0,3,5,5,0,3,0,9,0,0,0
"b3o19kf7s",4,0,0,2,0,0,7,1,5,1,1,2,0,0,0,7,2,1,4,0,1,2,1,2,1,1,3,1,2,1,2,3,0,1,0,5
"odwslianp",2,3,1,3,0,0,0,0,1,1,1,0,1,0,0,0,0,0,10,0,0,1,0,0,0,0,0,3,0,0,1,0,1,1,0,0
"57b3rt6yf",3,2,0,2,2,0,0,0,0,0,0,1,0,1,0,0,2,2,3,0,1,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0
"cwjo8htd9",2,3,0,3,1,1,7,1,4,1,1,0,2,2,0,0,0,1,5,0,0,0,1,1,2,0,3,2,6,0,2,0,2,0,0,0
"76xnevlgt",4,2,1,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"oldwipvkf",4,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"d1c7o4u5j",1,1,0,2,1,4,1,0,1,1,1,4,1,1,0,1,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"9g4imoe5t",0,2,0,1,0,2,6,1,3,1,2,1,2,1,3,1,0,0,1,1,1,0,0,0,0,0,4,1,4,0,1,0,0,2,0,0
"2agilv9w4",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"jg6rki2bd",2,2,3,0,3,4,3,0,1,1,2,5,0,1,1,0,9,3,0,0,1,1,0,0,0,0,2,0,1,0,0,0,1,0,0,0
"hxt5l9ifu",5,6,0,1,0,1,2,9,2,3,4,2,5,11,1,2,10,3,13,1,2,0,1,0,0,2,0,6,0,7,2,9,10,0,0,0
"1652zjwrc",5,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"zv2i13t4x",1,0,1,0,1,0,4,0,2,1,0,0,0,0,0,0,0,1,0,2,1,0,0,2,0,0,3,0,6,0,0,2,1,0,0,0
"4ecujq2i8",9,0,3,6,2,1,0,1,2,1,0,0,1,0,3,9,0,0,6,1,1,2,3,0,0,1,1,4,3,1,0,6,5,0,0,0
"8qomjvade",1,3,0,6,0,1,0,2,0,0,1,0,0,1,1,8,0,1,1,2,0,0,4,0,0,0,0,0,0,0,0,5,1,0,0,0
"slwhu9n3z",6,2,2,1,1,1,4,1,0,1,0,0,1,0,1,4,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,5,1,0,0,0
"onchsr94l",3,0,4,5,1,0,0,11,2,0,0,0,1,0,1,12,0,0,4,0,0,1,1,1,1,0,0,0,0,0,1,5,1,0,0,0
"rhkwu35pm",3,2,3,2,0,6,2,0,2,0,0,0,1,0,3,7,1,1,6,1,0,2,0,0,1,0,1,0,0,0,1,4,2,0,0,0
"wds26mlz1",4,1,3,4,2,2,0,2,2,1,0,0,0,11,3,0,9,2,0,0,0,0,1,2,1,0,1,0,1,0,0,0,0,0,0,0
"blcenwz37",1,1,7,10,1,1,0,7,1,0,0,2,3,0,2,0,3,0,21,1,6,0,0,1,0,1,0,6,0,2,2,0,8,0,0,0
"god48l2ay",1,3,0,4,0,3,1,2,2,0,1,3,0,0,2,0,2,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0
"fglzjk34p",4,0,0,1,2,7,1,0,0,1,1,1,0,9,2,0,8,3,1,0,0,0,0,2,1,3,0,0,1,0,1,0,0,0,0,0
"gortd4syb",6,1,7,3,2,5,0,5,2,1,0,0,4,1,0,2,1,0,0,0,2,0,3,0,0,5,0,0,1,0,0,0,0,0,0,0
"gw4r8qjf3",7,0,0,4,1,3,0,3,0,1,1,0,1,0,2,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"ei4vh8m6d",3,1,0,2,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"9qify3cw2",0,1,0,3,1,0,0,0,0,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0
"n1qui8tjy",1,2,1,5,1,1,1,3,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
"wilfhaso7",3,1,1,1,2,2,0,0,4,0,1,0,0,0,0,0,2,1,0,0,0,0,0,2,0,4,0,0,1,1,2,0,0,0,0,0
"7jn963max",8,4,1,7,2,0,0,1,1,1,1,1,0,0,3,4,0,1,0,1,1,0,1,1,2,1,1,0,0,1,2,3,1,0,0,0
"eh7wgayqp",3,2,2,4,0,1,0,1,3,2,0,0,1,0,0,1,0,0,20,0,1,0,2,1,0,0,0,3,0,1,2,3,6,0,0,0
"he7mrykia",3,3,3,4,0,2,1,0,2,0,1,0,1,3,3,20,7,1,3,1,1,1,3,0,0,1,0,0,0,0,1,9,2,1,0,0
"4qgsv32zw",4,1,3,4,0,2,1,5,0,1,2,0,8,2,0,0,1,1,1,1,0,0,1,2,0,1,1,0,0,0,1,0,0,0,0,0
"qs93kur64",2,1,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0
"98g7an2rd",1,0,1,0,2,5,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,4,0,5,2,0,0,0,0,0,2,1,0,0
"4ycbmh5wp",6,4,0,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
"sbio5wlpq",3,2,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,2,0,0,1,0,0,0
"iroexhjny",1,0,2,1,1,1,0,0,0,0,1,1,1,1,2,0,2,1,7,0,1,0,0,0,0,1,1,3,0,0,0,0,3,0,0,0
"xu7infv45",3,0,1,1,0,1,1,1,1,0,0,0,0,7,0,0,8,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"vbktlcs8n",3,3,1,5,0,0,2,6,1,2,1,0,1,0,1,0,0,0,3,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"e149zrcqd",1,2,0,0,3,0,7,3,11,5,1,0,1,0,2,10,0,1,4,2,2,1,0,1,1,0,5,0,7,1,3,8,1,1,0,0
"geh9zvkri",9,1,0,2,1,0,0,1,1,1,1,0,2,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,0
"1vbx9eu34",0,2,0,1,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,5
"dpe1m5j7f",4,2,1,1,1,0,1,1,2,1,0,0,1,1,1,12,0,0,2,0,0,0,3,1,1,0,1,0,0,1,0,11,1,0,0,0
"3wy2rbdsq",2,1,1,1,1,0,2,1,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,2
"d8azeu7g6",11,4,1,6,0,1,0,0,1,1,2,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"mi4ofjxkl",10,1,4,0,2,0,0,0,0,0,1,0,0,0,0,0,2,2,1,1,1,3,1,0,0,0,0,3,2,16,4,1,1,4,0,0
"sp4i7zkhq",6,0,4,5,3,1,1,0,1,0,0,0,0,1,5,1,1,2,7,0,0,1,0,0,1,0,0,0,0,0,1,0,3,1,0,0
"xiwnot5zc",3,1,3,0,3,10,2,2,2,1,0,4,2,1,1,1,5,4,0,0,0,0,2,0,0,0,2,2,1,0,0,0,2,0,0,0
"ubdiyq3e4",2,1,3,0,1,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
"zolwex2h5",6,1,1,1,0,1,0,0,0,0,0,2,0,0,3,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"klvea21xg",3,2,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"nljm3iv1a",1,1,3,6,1,0,0,1,0,0,0,0,1,0,1,1,0,0,21,0,1,0,0,0,0,0,1,3,2,0,1,0,9,1,0,0
"u12ktqag3",9,3,1,6,0,2,7,2,4,5,2,0,2,1,6,3,2,1,0,0,3,1,0,5,1,0,4,1,2,1,0,0,1,0,0,0
"h5gcqxu7z",5,1,1,0,1,0,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0
"zdmvesk93",3,0,5,5,1,0,2,13,2,0,0,0,6,0,2,0,1,0,0,1,4,1,0,0,0,1,2,2,2,1,1,1,0,0,0,0
"uhydetn94",7,1,0,3,1,3,2,5,1,2,0,1,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0
"5j32l9nqp",2,1,3,0,0,1,2,1,1,0,0,1,0,2,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
"akfih31c9",16,1,3,9,1,0,2,0,1,0,0,1,0,1,4,0,1,0,2,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"t3yfr485a",8,2,0,4,0,1,1,2,1,1,1,0,0,2,4,7,4,1,4,0,1,0,1,1,2,1,0,0,0,0,0,0,2,0,0,0
"esrt2lac5",2,0,0,0,0,0,1,1,3,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,4,1,1,0,3,0,0,0,0,0
"lq5aencvm",2,0,10,3,2,0,0,8,6,0,2,1,4,3,2,28,0,1,4,0,8,0,7,0,0,2,0,0,0,2,0,9,0,0,0,0
"p46cnsq28",4,1,1,1,1,2,1,2,1,0,0,0,1,0,0,7,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,7,0,1,0,0
"91mur5fg2",2,1,0,0,1,3,1,0,0,0,0,4,1,1,0,1,5,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0
"bf7gqdeun",2,0,0,1,0,3,4,8,0,1,0,0,5,0,0,0,0,1,0,1,0,0,1,0,3,0,0,0,0,0,1,0,0,1,0,0
"lif7b6acy",1,2,1,2,1,0,10,1,3,2,0,1,0,0,0,0,0,0,2,1,1,0,1,0,1,1,12,1,4,1,5,2,0,1,0,0
"rzo3718sw",1,1,2,1,3,2,0,1,0,2,1,0,0,0,3,0,0,0,0,1,0,0,2,0,1,0,0,1,1,0,0,1,0,0,0,0
"zu38ts1kx",10,0,2,2,0,2,1,4,0,0,1,0,2,1,2,5,1,0,1,1,1,1,0,0,1,7,0,3,1,1,0,2,0,1,0,0
"6aymn9fb4",4,3,1,2,1,1,0,0,0,0,1,0,0,6,0,7,2,0,3,1,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0
"68c4hdv9e",1,1,1,4,3,9,0,0,2,1,2,0,2,17,2,0,14,5,1,0,1,0,0,0,2,3,1,0,0,0,0,0,0,2,0,0
"l7h5esqvb",2,2,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"l5wginmo6",9,1,3,2,0,0,10,0,6,3,0,2,1,0,5,0,0,1,0,3,0,1,0,0,0,2,6,0,4,0,1,1,1,0,0,6
"qixwc73lf",3,2,1,9,3,1,1,1,2,1,1,2,1,1,3,14,0,2,25,0,1,3,2,1,0,1,0,3,3,0,0,8,9,1,0,0
"8vajf5i34",3,0,1,0,4,0,1,1,0,0,2,1,1,8,1,9,5,1,1,2,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0
"sd356hmj7",2,0,1,1,2,6,3,1,4,0,0,0,1,1,3,14,0,1,4,1,3,2,2,1,0,3,0,0,3,1,2,8,0,1,0,0
"s9vq2x8z6",5,1,0,3,1,0,0,0,0,0,0,1,1,0,2,1,0,1,7,0,2,0,0,0,0,1,1,3,0,0,0,0,5,0,0,0
"zfotdvqnh",3,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"bqx8pozc9",6,1,2,4,0,0,0,2,0,3,1,1,3,0,4,0,0,0,0,0,0,0,2,0,5,0,0,0,0,1,1,0,1,0,0,0
"mtekbzd4w",3,1,0,4,0,1,1,0,1,1,0,1,0,6,2,1,5,3,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6nyljzwi4",12,3,4,8,1,0,1,3,0,1,1,0,0,2,6,5,1,0,1,0,1,2,0,1,0,1,1,0,3,0,0,3,1,1,0,0
"rt4i37dpv",4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0
"k5phbcmj1",8,1,0,10,0,2,1,0,1,4,1,0,1,1,1,0,0,0,5,1,1,1,0,1,2,2,0,2,0,0,0,0,2,0,0,0
"gvhk5w89z",5,1,1,3,3,0,2,1,0,2,1,1,0,15,0,1,6,6,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
"7y6qstpfx",3,1,0,4,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"bn5j2u98x",7,3,1,1,2,0,2,1,3,0,0,0,0,1,1,17,0,0,3,0,1,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0
"lscx34yij",7,1,2,5,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"4htnlxmwo",4,1,0,0,0,2,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6lkr1sc7o",5,3,4,2,0,1,1,0,0,1,2,0,0,0,0,0,0,2,0,0,0,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0
"ljuskcmd7",3,0,0,2,1,6,0,0,1,0,1,2,1,0,1,0,8,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"znv4kgqlw",2,1,0,2,1,2,7,0,2,3,0,0,0,0,1,0,2,0,2,0,0,2,1,0,1,0,7,0,7,0,4,0,3,1,0,0
"9fqbj17kt",3,1,1,1,0,1,2,1,1,3,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"zhwc7p9qu",10,1,3,1,2,2,1,0,3,1,2,2,1,0,1,1,1,1,0,0,0,0,2,1,0,0,1,4,0,24,4,0,0,0,0,0
"t3mwyx5zu",3,0,0,1,1,1,2,4,6,0,0,0,1,2,0,8,0,0,2,0,1,0,1,2,1,1,1,0,3,1,3,4,0,0,0,0
"mq2akyxhi",4,3,1,1,3,1,0,0,0,0,1,2,1,0,0,2,0,0,6,2,0,0,0,0,0,0,0,2,0,0,0,1,4,0,0,0
"nekuq9wox",6,0,1,3,3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,2,0,1,3,1,1,1,0,0
"cljxprwsk",2,2,2,2,2,3,0,1,2,1,1,0,0,2,1,12,3,2,4,1,0,0,3,0,0,0,1,1,2,0,0,4,0,0,0,0
"iaylj6pqd",3,2,1,4,2,1,1,0,1,0,0,1,0,0,3,0,4,0,8,3,0,1,0,0,0,1,1,1,0,0,0,0,5,1,0,0
"tkx7irh6u",3,1,2,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,1,1,0,0,1,1,0,0,0,0,1,2,0,2,1,0,0,0
"ig8fvrm2l",8,0,0,7,1,0,0,0,0,2,1,0,0,1,4,0,1,0,1,0,2,2,0,0,1,1,0,1,2,1,1,0,0,0,0,0
"dsuwf43q8",8,3,7,0,0,0,1,9,0,1,0,1,1,1,1,3,1,1,1,0,4,0,2,0,0,0,0,0,1,1,0,2,0,1,0,0
"9q6xhmvay",3,3,2,2,1,1,1,0,2,0,0,2,0,0,0,2,2,3,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"kn4d1s6lg",7,0,1,3,1,0,2,1,1,1,1,2,0,0,0,0,1,0,2,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0
"zvwluep5i",11,0,1,6,0,2,0,1,0,0,0,0,1,1,4,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
